mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9,delta10,delta11,delta12,delta13,chroma1,chroma2,chroma3,chroma4,chroma5,chroma6,chroma7,chroma8,chroma9,chroma10,chroma11,chroma12,zcr,rms,label
-202.63108825683594,15.99793815612793,-28.270368576049805,-15.831981658935547,-36.43171691894531,-18.249244689941406,-16.149803161621094,-5.916090488433838,-28.272809982299805,-9.842731475830078,0.5492534041404724,8.060376167297363,3.4059133529663086,3.2793290615081787,0.035915642976760864,-0.4521224796772003,-0.12321401387453079,-0.6767824292182922,-0.08984486758708954,-0.11939936876296997,-0.022863229736685753,-0.18688274919986725,-0.08263766765594482,-0.05090077593922615,0.04050923138856888,0.13843826949596405,0.16600926220417023,0.30286914110183716,0.3630331754684448,0.3194939196109772,0.11115110665559769,0.04844140261411667,0.02894970402121544,0.06454341113567352,0.09562234580516815,0.11731118708848953,0.16500777006149292,0.18556369841098785,0.1442140226910828,0.12490395456552505,belly_pain
-157.0518035888672,30.32219123840332,-30.932586669921875,-11.517582893371582,-59.69436264038086,-26.899133682250977,-20.387269973754883,-4.485498428344727,-18.94777488708496,-5.311160564422607,-5.643303394317627,4.385678291320801,-2.1658103466033936,0.32595688104629517,0.10779824107885361,-0.14683185517787933,0.057483065873384476,-0.1070493683218956,0.09700942784547806,0.043162666261196136,-0.020548583939671516,0.07523329555988312,-0.06369561702013016,-0.2719091475009918,-0.17065899074077606,0.06563367694616318,0.2445468306541443,0.38826867938041687,0.39786428213119507,0.23352760076522827,0.04261109605431557,0.023153139278292656,0.04042821377515793,0.09785357862710953,0.12482369691133499,0.13597406446933746,0.15266720950603485,0.18169692158699036,0.11418006070859872,0.17072884738445282,belly_pain
-378.1236572265625,55.855369567871094,-36.926788330078125,14.246092796325684,-16.07048797607422,-19.8076171875,7.922732353210449,-10.828449249267578,-2.5946013927459717,-3.001323938369751,-11.206315994262695,0.32835689187049866,-3.8534440994262695,-0.3025188744068146,-0.0026198087725788355,-0.04539388790726662,-0.33099639415740967,-0.024431908503174782,-0.1505335420370102,-0.12973861396312714,0.18570885062217712,0.09353096783161163,-0.027879880741238594,0.009355367161333561,-0.05029316991567612,-0.2037634551525116,0.28571009635925293,0.304233193397522,0.40149253606796265,0.335997074842453,0.2799392342567444,0.35865676403045654,0.374045729637146,0.3866608440876007,0.4019136130809784,0.38785994052886963,0.4473693370819092,0.4260334074497223,0.1826773865582192,0.038209330290555954,belly_pain
-215.0560760498047,136.80078125,-108.3967056274414,58.97151565551758,-0.5280371308326721,-17.398700714111328,32.62495422363281,-27.076234817504883,5.431282043457031,5.154129981994629,-24.253236770629883,3.336728096008301,-14.360306739807129,-0.19105717539787292,0.2162354290485382,0.15881355106830597,-0.09040667861700058,0.04518861696124077,-0.03995708003640175,-0.003314392641186714,0.08681482076644897,0.014934648759663105,-0.08400803804397583,-0.039029400795698166,0.04006452113389969,-0.009430288337171078,0.33161428570747375,0.3125443756580353,0.39672353863716125,0.5119420289993286,0.47834840416908264,0.5120400190353394,0.5197131633758545,0.443050354719162,0.4612107276916504,0.44417160749435425,0.40311387181282043,0.3508095443248749,0.20213951912100456,0.13194338977336884,belly_pain
-189.56617736816406,16.548110961914062,-27.51295280456543,-12.125508308410645,-47.25713348388672,-21.979299545288086,-18.47893714904785,-8.887563705444336,-23.6368465423584,-4.457421779632568,2.0969505310058594,9.312420845031738,1.0176039934158325,-0.01403400395065546,0.33831873536109924,-0.05474993214011192,0.022511428222060204,-0.3674461841583252,-0.09405249357223511,0.045438479632139206,0.05907651409506798,0.2140030562877655,-0.08351866900920868,-0.07329422235488892,-0.1897001564502716,-0.06381595879793167,0.1392192393541336,0.2750603258609772,0.45719245076179504,0.3781993091106415,0.08394663780927658,0.04036322236061096,0.035312458872795105,0.07714729011058807,0.09426923841238022,0.10614090412855148,0.13322174549102783,0.15142661333084106,0.13303020501592358,0.1353350579738617,belly_pain
-351.57366943359375,141.09024047851562,-83.85391998291016,16.36992073059082,-23.63559341430664,-33.90024185180664,3.6527512073516846,-35.68427658081055,-6.612420558929443,-3.4743998050689697,-24.833263397216797,-3.506763219833374,-15.853635787963867,0.19709564745426178,0.13836534321308136,-0.02335968241095543,-0.024005956947803497,-0.011478289030492306,7.150162127800286e-05,-0.002237824024632573,-0.05497663468122482,-0.05709433928132057,-0.006207940634340048,0.0067176795564591885,-0.015769412741065025,-0.017431698739528656,0.3078470230102539,0.3067387044429779,0.3250423073768616,0.3761446475982666,0.3733859360218048,0.39600634574890137,0.39378729462623596,0.4813441336154938,0.5116715431213379,0.48497259616851807,0.3431023061275482,0.2953311800956726,0.12548605165525115,0.020963450893759727,belly_pain
-286.3880310058594,102.09512329101562,-71.38763427734375,6.3102545738220215,-15.314019203186035,-11.70351505279541,15.730859756469727,-29.099929809570312,-10.443729400634766,-1.6867107152938843,-19.473413467407227,-1.0922329425811768,-7.986568927764893,-0.40687990188598633,-0.14534834027290344,0.14262215793132782,-0.026459528133273125,0.11479209363460541,0.10633421689271927,-0.08752734959125519,-0.05835514888167381,-0.08293291926383972,-0.03169769421219826,0.1127331331372261,0.046349044889211655,-0.028543394058942795,0.400265634059906,0.4476932883262634,0.4715445637702942,0.5332350134849548,0.4405028522014618,0.3684181571006775,0.34250110387802124,0.364937424659729,0.44171983003616333,0.46434861421585083,0.3703060746192932,0.39642539620399475,0.14554348601598174,0.05264727771282196,belly_pain
-308.473388671875,128.01148986816406,-89.67765045166016,13.11495590209961,-22.186046600341797,-29.638233184814453,19.929994583129883,-15.518684387207031,-5.188426494598389,-7.283933162689209,-22.5169620513916,-4.144078254699707,-17.98136329650879,0.08719826489686966,0.07320389151573181,0.002119508571922779,-0.06426011025905609,-0.11010592430830002,-0.13896982371807098,0.03133561462163925,0.07843682914972305,-0.11503831297159195,-0.021180806681513786,0.17742544412612915,-0.036288850009441376,-0.15675976872444153,0.24758800864219666,0.22162732481956482,0.19711719453334808,0.1478552669286728,0.15716230869293213,0.2304213047027588,0.30211347341537476,0.5281050801277161,0.4421733021736145,0.34513139724731445,0.31412383913993835,0.2329665571451187,0.10947087257420092,0.06344755738973618,belly_pain
-247.40171813964844,123.65922546386719,-107.55952453613281,18.78154945373535,-20.543598175048828,-28.0207576751709,21.652116775512695,-18.94048500061035,-0.8824860453605652,-7.301427364349365,-20.45564842224121,6.528542518615723,-15.021058082580566,1.5302553176879883,0.39774277806282043,-0.7668973207473755,0.08719367533922195,-0.19945742189884186,-0.25450587272644043,0.17916017770767212,0.0030916640534996986,-0.024159079417586327,-0.05112679302692413,0.07633467018604279,0.22833101451396942,-0.050026219338178635,0.24629363417625427,0.26029157638549805,0.3436967730522156,0.27300140261650085,0.19165711104869843,0.16232497990131378,0.23366770148277283,0.35300594568252563,0.31849950551986694,0.32592394948005676,0.35407745838165283,0.3289707899093628,0.161101598173516,0.11390653252601624,belly_pain
-326.2455139160156,131.66114807128906,-45.4633903503418,-2.2503585815429688,-18.26917266845703,-35.89302062988281,-16.56214141845703,-22.259428024291992,-5.808913707733154,-9.556963920593262,-15.69320011138916,-4.342613697052002,-18.042604446411133,1.1464247703552246,0.733199417591095,-0.12535367906093597,-0.01774674281477928,-0.12170007824897766,-0.17776472866535187,-0.1297840178012848,-0.17652297019958496,-0.007035477552562952,-0.021067043766379356,-0.14073680341243744,-0.04783373326063156,-0.04070620238780975,0.14041662216186523,0.1335272639989853,0.16112639009952545,0.23807081580162048,0.2708841562271118,0.29077568650245667,0.4317503869533539,0.5107148289680481,0.35943251848220825,0.22099490463733673,0.2202669084072113,0.1823815256357193,0.08114833047945205,0.053163398057222366,belly_pain
-346.6741638183594,125.85745239257812,-60.44599151611328,27.792205810546875,-22.750986099243164,-32.356502532958984,14.03170394897461,-25.760517120361328,-13.531628608703613,-9.855249404907227,-22.72708511352539,-1.5249512195587158,-15.719133377075195,-0.05963078886270523,-0.0587814636528492,6.690526060992852e-05,0.03939821943640709,-0.04039282724261284,-0.07301156222820282,0.0823339968919754,0.07511816173791885,-0.04128961265087128,0.014149947091937065,0.02025866135954857,-0.024526478722691536,-0.03120763786137104,0.4758894145488739,0.44077175855636597,0.4192279875278473,0.3939935266971588,0.4014073312282562,0.4596981108188629,0.43382224440574646,0.48175278306007385,0.5370635986328125,0.571559727191925,0.6647628545761108,0.5765830874443054,0.1348191352739726,0.015409357845783234,belly_pain
-287.7991638183594,166.50791931152344,-77.90116882324219,24.894712448120117,-8.68787670135498,-25.720685958862305,12.539041519165039,-22.672927856445312,-2.985487222671509,-7.691251277923584,-26.45704460144043,-0.31479203701019287,-13.119941711425781,1.0398733615875244,0.3731442093849182,-0.5022757053375244,0.0016453929711133242,0.05002506077289581,-0.04459456354379654,0.06079604849219322,0.008211479522287846,0.0546211376786232,-0.012184069491922855,-0.078912153840065,-0.01025252602994442,-0.09845039248466492,0.3501100242137909,0.2808142304420471,0.28562965989112854,0.21503852307796478,0.18428784608840942,0.3015800714492798,0.43580862879753113,0.3943621516227722,0.40244048833847046,0.36912158131599426,0.42466872930526733,0.36594289541244507,0.11314970390981735,0.04200678691267967,belly_pain
-198.74851989746094,-3.0468952655792236,-48.06419372558594,-0.6100820302963257,-31.239805221557617,-9.203714370727539,-27.15159797668457,-15.073141098022461,-14.87987232208252,3.8393454551696777,6.601556301116943,13.994974136352539,-2.2829530239105225,-1.6476411819458008,0.6567768454551697,0.28927892446517944,0.04352991282939911,0.09244131296873093,-0.2408568561077118,0.0482306033372879,-0.03656906262040138,0.11625014990568161,0.03990979865193367,-0.06337276101112366,-0.09779564291238785,-0.17208164930343628,0.09250708669424057,0.15952953696250916,0.36166244745254517,0.42768457531929016,0.22308287024497986,0.09960038214921951,0.16639965772628784,0.27652058005332947,0.1969577670097351,0.2506255805492401,0.3112775385379791,0.19270510971546173,0.2142994874601911,0.14304949343204498,belly_pain
-303.439697265625,154.82888793945312,-88.33573913574219,32.43483352661133,1.164446234703064,-29.37495994567871,26.161367416381836,-3.6940479278564453,-6.279947280883789,-0.015178276225924492,-7.05079460144043,5.979530334472656,-6.7877278327941895,1.8698896169662476,0.4403653144836426,-0.6850148439407349,0.08641640841960907,-0.11853353679180145,-0.17420442402362823,0.11423144489526749,-0.06995698809623718,-0.16371114552021027,-0.10865777730941772,0.020894598215818405,0.1283726990222931,0.048466578125953674,0.4658701419830322,0.5251566767692566,0.5089124441146851,0.4112022817134857,0.36150825023651123,0.32608211040496826,0.3306088447570801,0.35242775082588196,0.43125420808792114,0.42285069823265076,0.37650036811828613,0.3943350911140442,0.14244986679147464,0.046396899968385696,belly_pain
-307.8824768066406,171.31283569335938,-66.16323852539062,26.348554611206055,-7.069613456726074,-25.5548152923584,8.825932502746582,-25.519132614135742,-7.621927738189697,-8.66428279876709,-22.978809356689453,-0.9371485710144043,-14.157431602478027,1.2076570987701416,0.39441171288490295,-0.3754861354827881,0.24106955528259277,-0.11763651669025421,-0.13134761154651642,0.06046676263213158,-0.22042979300022125,-0.046094972640275955,-0.023926155641674995,-0.05280880630016327,0.08182849735021591,-0.10609924048185349,0.22422248125076294,0.29327327013015747,0.23048247396945953,0.20518960058689117,0.2963692247867584,0.6047500371932983,0.34424784779548645,0.293727844953537,0.3554060459136963,0.36995482444763184,0.5658813118934631,0.5194534659385681,0.10739289026826485,0.023791488260030746,belly_pain
-149.10989379882812,158.42666625976562,-90.57047271728516,20.83624267578125,2.319655179977417,-22.630125045776367,26.251062393188477,-9.601737022399902,-12.502379417419434,-5.4065704345703125,-21.961931228637695,-6.5923333168029785,-8.11777114868164,1.5590921640396118,0.5840561985969543,-0.4634040296077728,0.16872906684875488,0.004761591088026762,0.025682546198368073,0.07844274491071701,-0.18077485263347626,0.08196210116147995,0.038211699575185776,-0.15666840970516205,0.0733986422419548,0.01026317197829485,0.25710633397102356,0.297980934381485,0.2680509388446808,0.24570682644844055,0.2288985401391983,0.23959624767303467,0.22660304605960846,0.23929990828037262,0.28209713101387024,0.3742861747741699,0.4729270339012146,0.30450454354286194,0.12755563718463303,0.28799912333488464,belly_pain
-362.9643859863281,110.81501770019531,-50.1916389465332,20.50966453552246,-23.16866683959961,-30.089372634887695,-2.4587247371673584,-34.308921813964844,-10.390609741210938,-11.554553985595703,-22.297374725341797,-1.3683507442474365,-16.88330078125,-0.6818141341209412,-0.14107593894004822,0.29807016253471375,-0.06782478094100952,0.22400085628032684,0.09204740077257156,-0.18102146685123444,0.07623327523469925,0.01613445021212101,-0.09184564650058746,-0.013901743106544018,0.020775338634848595,0.014109213836491108,0.1739351600408554,0.16087719798088074,0.17888644337654114,0.29447197914123535,0.29436904191970825,0.3494536280632019,0.3906214237213135,0.40562382340431213,0.4046761393547058,0.4302113950252533,0.2605379521846771,0.16690702736377716,0.1001623144977169,0.024639060720801353,belly_pain
-491.6466979980469,101.05829620361328,-70.83795928955078,32.38408279418945,-4.936479568481445,-31.994382858276367,4.3204874992370605,-20.066551208496094,-5.01392126083374,-2.680027484893799,-15.208393096923828,0.16477328538894653,-11.323866844177246,1.2021852731704712,0.5524121522903442,-0.3011358380317688,0.18173496425151825,0.04530482366681099,-0.05923676863312721,0.0656864121556282,-0.09224103391170502,-0.00450098467990756,0.0069048753939569,-0.07262855023145676,0.00032117703813128173,-0.05784464254975319,0.4196420907974243,0.3782291114330292,0.4160330295562744,0.4613848328590393,0.5104469060897827,0.48702749609947205,0.44619229435920715,0.3751213252544403,0.3626612722873688,0.47235462069511414,0.476292222738266,0.4707523584365845,0.18053920519406394,0.005159865133464336,belly_pain
-259.15484619140625,34.10057830810547,16.59312629699707,10.177586555480957,-16.07814598083496,1.4702863693237305,-5.811328887939453,-2.712994337081909,-8.570785522460938,3.4811806678771973,-11.504366874694824,7.3152875900268555,-1.5076377391815186,-0.5405904650688171,-0.4809146523475647,0.00206198962405324,-0.06369055807590485,0.2886984944343567,-0.021111970767378807,0.15889745950698853,0.06791583448648453,0.12142869085073471,0.08916173130273819,-0.02784779481589794,-0.07530217617750168,0.1591963768005371,0.19520562887191772,0.148095965385437,0.14397546648979187,0.2034963220357895,0.26056644320487976,0.2688848674297333,0.32672426104545593,0.40302926301956177,0.4787916839122772,0.45659253001213074,0.35234335064888,0.25272929668426514,0.17343625597133758,0.07418929785490036,belly_pain
-177.78565979003906,17.704652786254883,-45.899574279785156,-17.466215133666992,-43.23957443237305,-8.86054801940918,-22.99557113647461,-9.149022102355957,-21.51079750061035,-0.8332719802856445,-0.2340935319662094,7.146951675415039,-8.897357940673828,-0.7321968674659729,0.4469417929649353,0.03470028564333916,-0.10708450525999069,-0.11772775650024414,-0.2257585972547531,-0.012581405229866505,0.1510094255208969,0.25185516476631165,-0.10235318541526794,-0.284881055355072,-0.22218400239944458,-0.014020045287907124,0.11585339158773422,0.16256485879421234,0.3264494836330414,0.44309109449386597,0.34471985697746277,0.09314131736755371,0.10236822813749313,0.14800715446472168,0.13375575840473175,0.1223718672990799,0.09842246025800705,0.1140182763338089,0.1527636096735669,0.14173121750354767,belly_pain
-259.0283203125,102.24671936035156,-100.53911590576172,42.45541000366211,-6.694147109985352,-15.065804481506348,23.575292587280273,-28.2102108001709,7.104455947875977,-2.025906801223755,-31.139741897583008,5.226728439331055,-13.097739219665527,0.163145512342453,0.0021997925359755754,-0.1127360463142395,0.07031485438346863,0.17543970048427582,-0.027527008205652237,-0.04632865637540817,-0.010027916170656681,0.03275623545050621,0.12477768212556839,-0.015431392006576061,-0.03230418637394905,0.013908088207244873,0.1203228160738945,0.12907783687114716,0.13396096229553223,0.1758754998445511,0.1746024787425995,0.17556680738925934,0.2735511362552643,0.36418619751930237,0.40534257888793945,0.46355652809143066,0.4003731608390808,0.24192975461483002,0.18286244292237444,0.09704640507698059,belly_pain
-210.68582153320312,95.78557586669922,-109.05315399169922,32.503387451171875,-7.700431823730469,-25.83197784423828,28.51696014404297,-7.731396675109863,-0.12558485567569733,-7.423896789550781,-15.285066604614258,13.440394401550293,-5.979912281036377,-0.4327402710914612,-0.10495427250862122,0.15886393189430237,-0.04470779746770859,0.07087275385856628,-0.09890101104974747,-0.1258144974708557,0.08247111737728119,-0.008739933371543884,0.05357474833726883,0.007138948887586594,-0.07699058949947357,0.1870734542608261,0.4408779442310333,0.2884221076965332,0.2637892961502075,0.2154814600944519,0.16047222912311554,0.1942048817873001,0.2017119824886322,0.2074299156665802,0.21365977823734283,0.28682395815849304,0.44231244921684265,0.5570840239524841,0.2029800763413242,0.20773108303546906,belly_pain
-369.92962646484375,159.78439331054688,-110.24767303466797,39.07894515991211,-25.53173828125,-31.62883949279785,21.20679473876953,-39.47774124145508,-2.473343849182129,-4.070631504058838,-26.204151153564453,8.821471214294434,-13.95705795288086,2.3744542598724365,1.0763894319534302,-0.5644591450691223,0.3366115689277649,-0.055440109223127365,-0.22359836101531982,-0.0013926344690844417,-0.3263634741306305,-0.053686175495386124,0.036572087556123734,-0.036127280443906784,0.08608642965555191,-0.11999058723449707,0.3315916061401367,0.3155028223991394,0.2887972593307495,0.2583380937576294,0.28342896699905396,0.3014496862888336,0.31947755813598633,0.37927737832069397,0.45126479864120483,0.46999722719192505,0.5443751215934753,0.4051404893398285,0.1728181185787671,0.020070798695087433,belly_pain
-465.8443298339844,125.55115509033203,-63.0173454284668,19.881128311157227,-13.318258285522461,-23.805444717407227,2.7694506645202637,-29.206741333007812,-5.344740867614746,-7.777285575866699,-20.86388397216797,0.017659226432442665,-18.67035484313965,0.9821996688842773,0.4300081133842468,-0.2663436532020569,0.056726641952991486,-0.12637461721897125,-0.08436284214258194,0.05312197655439377,-0.12960942089557648,0.023763207718729973,0.05471716821193695,-0.04225683584809303,0.06143324822187424,0.03850853815674782,0.3064144253730774,0.29913219809532166,0.30913591384887695,0.35554343461990356,0.4226316213607788,0.5116077661514282,0.5309216976165771,0.4735758304595947,0.37898150086402893,0.3332643210887909,0.3196026384830475,0.29698124527931213,0.1153525435216895,0.006435173097997904,belly_pain
-233.6524200439453,18.581605911254883,-31.25902557373047,-10.597846031188965,-31.0899658203125,11.16257095336914,-6.260091781616211,-7.4273200035095215,-10.074785232543945,1.7577791213989258,-14.521723747253418,13.59032917022705,8.478475570678711,0.4389435648918152,-0.13522164523601532,-0.04957294464111328,-0.20262201130390167,0.06557939946651459,0.17154563963413239,0.050690051168203354,-0.035936955362558365,-0.034637656062841415,-0.22689753770828247,-0.013667173683643341,0.2187274545431137,0.36876291036605835,0.3632589876651764,0.3082469701766968,0.15533815324306488,0.1401139199733734,0.22419267892837524,0.31084734201431274,0.28725409507751465,0.20711956918239594,0.22427375614643097,0.2778753340244293,0.27568507194519043,0.2901989221572876,0.18429040605095542,0.08337895572185516,belly_pain
-221.24526977539062,32.33796691894531,23.821014404296875,8.857586860656738,-18.597583770751953,5.725456714630127,-8.43541145324707,-6.165392875671387,-9.753155708312988,1.307490587234497,-16.059480667114258,10.549159049987793,-1.6838313341140747,0.05020413547754288,-0.26334109902381897,-0.09692724794149399,-0.044338446110486984,0.15884064137935638,0.14022178947925568,-0.02437140792608261,0.013204624876379967,-0.07740196585655212,-0.2134728878736496,-0.17942580580711365,-0.06161585450172424,0.05784016475081444,0.10831762105226517,0.08153253048658371,0.13026301562786102,0.18626780807971954,0.1795080006122589,0.21691955626010895,0.2817288041114807,0.39400726556777954,0.48201003670692444,0.3563731014728546,0.29606953263282776,0.15576457977294922,0.14837218849522293,0.1445925235748291,belly_pain
